substance,synset,prune,hyperparam_source,hyperparams
cooked__catsup,cooked__catsup.n.01,0,fromcooked,"{""type"": ""fluid"", ""particle_contact_offset"": 0.015, ""particle_density"": 383.0, ""is_viscous"": true, ""material_mtl_name"": ""Jade"", ""customize_material_kwargs"": {""specular_transmission_weight"": 0.0, ""specular_transmission_color"": [0.64, 0.15, 0.08], ""diffuse_reflection_color"": [0.64, 0.15, 0.08]}}"
cooked__cayenne,cooked__cayenne.n.01,0,fromcooked,"{""type"": ""granular"", ""particle_density"": 358.0}"
cooked__cheese_pastry_filling,cooked__cheese_pastry_filling.n.01,0,fromcooked,"{""type"": ""fluid"", ""particle_contact_offset"": 0.012, ""particle_density"": 1000.0, ""is_viscous"": true, ""material_mtl_name"": ""WholeMilk"", ""customize_material_kwargs"": {""diffuse_reflection_color"": [0.88, 0.84, 0.82], ""enable_diffuse_transmission"": false}}"
cooked__cheese_sauce,cooked__cheese_sauce.n.01,0,fromcooked,"{""type"": ""fluid"", ""particle_contact_offset"": 0.012, ""particle_density"": 1000.0, ""is_viscous"": true, ""material_mtl_name"": ""WholeMilk"", ""customize_material_kwargs"": {""diffuse_reflection_color"": [0.88, 0.84, 0.82], ""enable_diffuse_transmission"": false}}"
cooked__cherry_filling,cooked__cherry_filling.n.01,0,fromcooked,"{""type"": ""fluid"", ""particle_contact_offset"": 0.025, ""particle_density"": 1076.0, ""is_viscous"": true, ""material_mtl_name"": ""Jade"", ""customize_material_kwargs"": {""specular_transmission_weight"": 0.0, ""specular_transmission_color"": [0.73, 0.0, 0.0], ""diffuse_reflection_color"": [0.73, 0.0, 0.0]}}"
cooked__chia_seed,cooked__chia_seed.n.01,0,fromcooked,"{""type"": ""granular"", ""particle_density"": 1014.0}"
cooked__chicken_broth,cooked__chicken_broth.n.01,0,fromcooked,"{""type"": ""fluid"", ""particle_contact_offset"": 0.012, ""particle_density"": 1052.0, ""is_viscous"": false, ""material_mtl_name"": ""DeepWater"", ""customize_material_kwargs"": {""specular_transmission_color"": [0.92, 0.82, 0.37], ""specular_transmission_scattering_color"": [0.61, 0.46, 0.07]}}"
cooked__chicken_curry,cooked__chicken_curry.n.01,0,fromcooked,"{""type"": ""fluid"", ""particle_contact_offset"": 0.02, ""particle_density"": 998.0, ""is_viscous"": true, ""material_mtl_name"": ""WholeMilk"", ""customize_material_kwargs"": {""diffuse_reflection_color"": [0.82, 0.73, 0.41], ""enable_diffuse_transmission"": false}}"
cooked__chicken_soup,cooked__chicken_soup.n.01,0,fromcooked,"{""type"": ""fluid"", ""particle_contact_offset"": 0.012, ""particle_density"": 1035.0, ""is_viscous"": false, ""material_mtl_name"": ""DeepWater"", ""customize_material_kwargs"": {""specular_transmission_color"": [0.92, 0.82, 0.37], ""specular_transmission_scattering_color"": [0.61, 0.46, 0.07]}}"
cooked__chickpea,cooked__chickpea.n.01,0,fromcooked,"{""type"": ""macro_physical_particle"", ""particle_density"": 1370.0}"
cooked__chili_powder,cooked__chili_powder.n.01,1,gpt,"{""type"": ""granular"", ""particle_density"": 800.0}"
cooked__chocolate_sauce,cooked__chocolate_sauce.n.01,0,fromcooked,"{""type"": ""fluid"", ""particle_contact_offset"": 0.017, ""particle_density"": 1325.0, ""is_viscous"": true, ""material_mtl_name"": ""WholeMilk"", ""customize_material_kwargs"": {""diffuse_reflection_color"": [0.11, 0.04, 0.02], ""enable_diffuse_transmission"": false}}"
cooked__cider,cooked__cider.n.01,1,gpt,"{""type"": ""fluid"", ""particle_density"": 1040.0, ""particle_contact_offset"": 0.015, ""is_viscous"": false, ""material_mtl_name"": ""MapleSyrup"", ""customize_material_kwargs"": {""specular_transmission_color"": [0.545, 0.271, 0.075], ""diffuse_reflection_color"": [0.545, 0.271, 0.075], ""specular_transmission_scattering_color"": [0.545, 0.271, 0.075]}}"
cooked__cinnamon,cooked__cinnamon.n.01,0,fromcooked,"{""type"": ""granular"", ""particle_density"": 528.0}"
cooked__cinnamon_sugar,cooked__cinnamon_sugar.n.01,0,fromcooked,"{""type"": ""granular"", ""particle_density"": 812.0}"
cooked__clove,cooked__clove.n.01,0,fromcooked,"{""type"": ""granular"", ""particle_density"": 1050.0}"
cooked__coca_cola,cooked__coca_cola.n.01,0,fromcooked,"{""type"": ""fluid"", ""particle_contact_offset"": 0.012, ""particle_density"": 610.0, ""is_viscous"": false, ""material_mtl_name"": ""ClearWater"", ""customize_material_kwargs"": {""specular_transmission_weight"": 0.5, ""specular_transmission_color"": [0.3, 0.22, 0.11], ""specular_transmission_scattering_color"": [0.3, 0.22, 0.11]}}"
cooked__cocoa,cooked__cocoa.n.01,0,fromcooked,"{""type"": ""fluid"", ""particle_contact_offset"": 0.012, ""particle_density"": 1057.0, ""is_viscous"": false, ""material_mtl_name"": ""WholeMilk"", ""customize_material_kwargs"": {""diffuse_reflection_color"": [0.33, 0.18, 0.11], ""enable_diffuse_transmission"": false}}"
cooked__cocoa_powder,cooked__cocoa_powder.n.01,0,fromcooked,"{""type"": ""granular"", ""particle_density"": 364.0}"
cooked__coconut,cooked__coconut.n.01,0,fromcooked,"{""type"": ""macro_physical_particle"", ""particle_density"": 1000.0}"
cooked__coconut_milk,cooked__coconut_milk.n.01,1,fromcooked,"{""type"": ""fluid"", ""particle_contact_offset"": 0.012, ""particle_density"": 1030.0, ""is_viscous"": false, ""material_mtl_name"": ""WholeMilk"", ""customize_material_kwargs"": {""enable_diffuse_transmission"": false}}"
cooked__coconut_oil,cooked__coconut_oil.n.01,0,fromcooked,"{""type"": ""fluid"", ""particle_contact_offset"": 0.012, ""particle_density"": 915.0, ""is_viscous"": true, ""material_mtl_name"": ""DeepWater"", ""customize_material_kwargs"": {""specular_transmission_color"": [1.0, 1.0, 1.0], ""specular_transmission_scattering_color"": [1.0, 1.0, 1.0], ""specular_reflection_ior_preset"": 18}}"
cooked__coffee_bean,cooked__coffee_bean.n.01,0,fromcooked,"{""type"": ""macro_physical_particle"", ""particle_density"": 650.0}"
cooked__coffee_grounds,cooked__coffee_grounds.n.01,0,fromcooked,"{""type"": ""macro_visual_particle"", ""relative_particle_scaling"": false}"
cooked__cooking_oil,cooked__cooking_oil.n.01,0,fromcooked,"{""type"": ""fluid"", ""particle_contact_offset"": 0.012, ""particle_density"": 920.0, ""is_viscous"": true, ""material_mtl_name"": ""DeepWater"", ""customize_material_kwargs"": {""specular_transmission_color"": [0.94, 0.88, 0.6], ""specular_transmission_scattering_color"": [0.78, 0.57, 0.0], ""specular_reflection_ior_preset"": 18}}"
cooked__coriander,cooked__coriander.n.01,0,fromcooked,"{""type"": ""granular"", ""particle_density"": 406.0}"
cooked__corn_syrup,cooked__corn_syrup.n.01,1,gpt,"{""type"": ""fluid"", ""particle_density"": 1330.0, ""particle_contact_offset"": 0.015, ""is_viscous"": true, ""material_mtl_name"": ""MapleSyrup"", ""customize_material_kwargs"": {""specular_transmission_color"": [1, 0.84, 0.6], ""diffuse_reflection_color"": [1, 0.84, 0.6], ""specular_transmission_scattering_color"": [1, 0.84, 0.6]}}"
cooked__cornbread_batter,cooked__cornbread_batter.n.01,1,gpt,"{""type"": ""fluid"", ""particle_density"": 900.0, ""particle_contact_offset"": 0.015, ""is_viscous"": false, ""material_mtl_name"": ""PeanutButter"", ""customize_material_kwargs"": {""specular_transmission_color"": [0.98, 0.89, 0.69], ""diffuse_reflection_color"": [0.98, 0.89, 0.69], ""specular_transmission_scattering_color"": [0.98, 0.89, 0.69]}}"
cooked__cornmeal,cooked__cornmeal.n.01,1,gpt,"{""type"": ""granular"", ""particle_density"": 1300.0}"
cooked__cornstarch,cooked__cornstarch.n.01,0,fromcooked,"{""type"": ""granular"", ""particle_density"": 541.0}"
cooked__cottage_cheese,cooked__cottage_cheese.n.01,1,gpt,"{""type"": ""granular"", ""particle_density"": 1050.0}"
cooked__cranberry,cooked__cranberry.n.01,0,gpt,"{""type"": ""macro_physical_particle"", ""particle_density"": 1050.0}"
cooked__cranberry_juice,cooked__cranberry_juice.n.01,1,gpt,"{""type"": ""fluid"", ""particle_density"": 1050.0, ""particle_contact_offset"": 0.015, ""is_viscous"": false, ""material_mtl_name"": ""MapleSyrup"", ""customize_material_kwargs"": {""specular_transmission_color"": [0.6, 0, 0.1], ""diffuse_reflection_color"": [0.6, 0, 0.1], ""specular_transmission_scattering_color"": [0.6, 0, 0.1]}}"
cooked__cream_cheese,cooked__cream_cheese.n.01,0,fromcooked,"{""type"": ""fluid"", ""particle_contact_offset"": 0.025, ""particle_density"": 1082.0, ""is_viscous"": true, ""material_mtl_name"": ""WholeMilk"", ""customize_material_kwargs"": {""diffuse_reflection_color"": [1.0, 1.0, 1.0], ""enable_diffuse_transmission"": false}}"
cooked__crouton,cooked__crouton.n.01,0,fromcooked,"{""type"": ""macro_physical_particle"", ""particle_density"": 127.0}"
cooked__cumin,cooked__cumin.n.01,0,fromcooked,"{""type"": ""granular"", ""particle_density"": 406.0}"
cooked__curry_powder,cooked__curry_powder.n.01,0,fromcooked,"{""type"": ""granular"", ""particle_density"": 426.0}"
cooked__custard,cooked__custard.n.01,1,gpt,"{""type"": ""fluid"", ""particle_density"": 1060.0, ""particle_contact_offset"": 0.015, ""is_viscous"": true, ""material_mtl_name"": ""Honey"", ""customize_material_kwargs"": {""specular_transmission_color"": [1, 0.843, 0.4], ""diffuse_reflection_color"": [1, 0.843, 0.4], ""specular_transmission_scattering_color"": [1, 0.843, 0.4]}}"
cooked__diced__antipasto,cooked__diced__antipasto.n.01,1,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 634.0}"
cooked__diced__apple,cooked__diced__apple.n.01,0,fromcooked,"{""type"": ""macro_physical_particle"", ""particle_density"": 465.0}"
cooked__diced__apricot,cooked__diced__apricot.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 655.0}"
cooked__diced__arepa,cooked__diced__arepa.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 501.0}"
cooked__diced__artichoke,cooked__diced__artichoke.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 634.0}"
cooked__diced__arugula,cooked__diced__arugula.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 180.0}"
cooked__diced__asparagus,cooked__diced__asparagus.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 566.0}"
cooked__diced__auricularia,cooked__diced__auricularia.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 150.0}"
cooked__diced__avocado,cooked__diced__avocado.n.01,0,fromcooked,"{""type"": ""macro_physical_particle"", ""particle_density"": 634.0}"
cooked__diced__bacon,cooked__diced__bacon.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 609.0}"
cooked__diced__bagel,cooked__diced__bagel.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 812.0}"
cooked__diced__bagel_dough,cooked__diced__bagel_dough.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 592.0}"
cooked__diced__baguet,cooked__diced__baguet.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 190.0}"
cooked__diced__banana,cooked__diced__banana.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 1082.0}"
cooked__diced__banana_bread,cooked__diced__banana_bread.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 500.0}"
cooked__diced__bay_leaf,cooked__diced__bay_leaf.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 122.0}"
cooked__diced__bean_curd,cooked__diced__bean_curd.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 338.0}"
cooked__diced__beefsteak_tomato,cooked__diced__beefsteak_tomato.n.01,0,fromcooked,"{""type"": ""macro_physical_particle"", ""particle_density"": 630.0}"
cooked__diced__beet,cooked__diced__beet.n.01,0,fromcooked,"{""type"": ""macro_physical_particle"", ""particle_density"": 575.0}"
cooked__diced__bell_pepper,cooked__diced__bell_pepper.n.01,0,fromcooked,"{""type"": ""macro_physical_particle"", ""particle_density"": 630.0}"
cooked__diced__biscuit_dough,cooked__diced__biscuit_dough.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 500.0}"
cooked__diced__blackberry,cooked__diced__blackberry.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 664.0}"
cooked__diced__bok_choy,cooked__diced__bok_choy.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 359.0}"
cooked__diced__bratwurst,cooked__diced__bratwurst.n.01,0,gpt,"{""type"": ""macro_physical_particle"", ""particle_density"": 800.0}"
cooked__diced__brisket,cooked__diced__brisket.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 1037.0}"
cooked__diced__broccoli,cooked__diced__broccoli.n.01,0,fromcooked,"{""type"": ""macro_physical_particle"", ""particle_density"": 372.0}"
cooked__diced__broccoli_rabe,cooked__diced__broccoli_rabe.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 351.0}"
cooked__diced__broccolini,cooked__diced__broccolini.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 211.0}"
cooked__diced__brownie,cooked__diced__brownie.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 724.0}"
cooked__diced__brussels_sprouts,cooked__diced__brussels_sprouts.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 372.0}"
cooked__diced__burrito,cooked__diced__burrito.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 740.0}"
cooked__diced__butter_cookie,cooked__diced__butter_cookie.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 634.0}"
cooked__diced__buttermilk_pancake,cooked__diced__buttermilk_pancake.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 660.0}"
cooked__diced__butternut_squash,cooked__diced__butternut_squash.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 1409.0}"
cooked__diced__cantaloup,cooked__diced__cantaloup.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 659.0}"
cooked__diced__carne_asada,cooked__diced__carne_asada.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 1037.0}"
cooked__diced__carrot,cooked__diced__carrot.n.01,0,fromcooked,"{""type"": ""macro_physical_particle"", ""particle_density"": 465.0}"
cooked__diced__cauliflower,cooked__diced__cauliflower.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 452.0}"
cooked__diced__celery,cooked__diced__celery.n.01,0,gpt,"{""type"": ""macro_physical_particle"", ""particle_density"": 240.0}"
cooked__diced__chanterelle,cooked__diced__chanterelle.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 228.0}"
cooked__diced__chard,cooked__diced__chard.n.01,0,fromcooked,"{""type"": ""macro_physical_particle"", ""particle_density"": 152.0}"
cooked__diced__cheese_tart,cooked__diced__cheese_tart.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 750.0}"
cooked__diced__cheesecake,cooked__diced__cheesecake.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 930.0}"
cooked__diced__cherry,cooked__diced__cherry.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 789.0}"
cooked__diced__cherry_tomato,cooked__diced__cherry_tomato.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 655.0}"
cooked__diced__chestnut,cooked__diced__chestnut.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 613.0}"
cooked__diced__chicken,cooked__diced__chicken.n.01,0,fromcooked,"{""type"": ""macro_physical_particle"", ""particle_density"": 866.0}"
cooked__diced__chicken_breast,cooked__diced__chicken_breast.n.01,0,gpt,"{""type"": ""macro_physical_particle"", ""particle_density"": 800.0}"
cooked__diced__chicken_leg,cooked__diced__chicken_leg.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 866.0}"
cooked__diced__chicken_tender,cooked__diced__chicken_tender.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 592.0}"
cooked__diced__chicken_wing,cooked__diced__chicken_wing.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 866.0}"
cooked__diced__chili,cooked__diced__chili.n.01,0,fromcooked,"{""type"": ""macro_physical_particle"", ""particle_density"": 634.0}"
cooked__diced__chives,cooked__diced__chives.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 203.0}"
cooked__diced__chocolate_biscuit,cooked__diced__chocolate_biscuit.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 500.0}"
cooked__diced__chocolate_cake,cooked__diced__chocolate_cake.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 1100.0}"
cooked__diced__chocolate_chip_cookie,cooked__diced__chocolate_chip_cookie.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 862.0}"
cooked__diced__chocolate_cookie_dough,cooked__diced__chocolate_cookie_dough.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 1353.0}"
cooked__diced__chorizo,cooked__diced__chorizo.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 592.0}"
cooked__diced__cinnamon_roll,cooked__diced__cinnamon_roll.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 397.0}"
cooked__diced__clove,cooked__diced__clove.n.01,0,fromcooked,"{""type"": ""macro_physical_particle"", ""particle_density"": 575.0}"
cooked__diced__club_sandwich,cooked__diced__club_sandwich.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 600.0}"
cooked__diced__coconut,cooked__diced__coconut.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 352.0}"
cooked__diced__cod,cooked__diced__cod.n.01,1,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 1038.0}"
cooked__diced__cold_cuts,cooked__diced__cold_cuts.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 1014.0}"
cooked__diced__cookie_dough,cooked__diced__cookie_dough.n.01,0,gpt,"{""type"": ""macro_physical_particle"", ""particle_density"": 800.0}"
cooked__diced__crab,cooked__diced__crab.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 964.0}"
cooked__diced__crayfish,cooked__diced__crayfish.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 592.0}"
